id,English,Chinese (Traditional),Chinese (Simplified),Vietnamese
A_Gem,Gem,寶石,宝石,ジェム,보석,Gema,Juwel,Joia,Gemme,Самоцвет,Klejnot,جواهر,الأحجار الكريمة,อัญมณี,Đá
Buff_info_1001,Energy restored +1,能量恢復+1,能量恢复+1,エネルギー回復+1,에너지 회복 +1,Energía recuperada: +1,+1 Energie wiederhergestellt.,Energia restaurada +1,Énergie restaurée +1,Восстановление энергии +1,Przywracana energia +1,انرژی 1+ بازیابی شد,استعادة الطاقة+1,ฟื้นฟู พลังงาน +1,Hồi năng lượng +1
Buff_info_1002,Upgrade the skill,你的技能獲得加強,你的技能获得加强,スキルをアップグレードする,스킬 업그레이드,Mejora la habilidad,Fähigkeit verbessern,Aprimora a habilidade,Améliorer la compétence,Улучшение навыка,Ulepsz umiejętność,ارتقاء مهارت,ترقية المهارة,อัป เกรด ทักษะ,Kỹ năng được tăng cường
Buff_info_1003,Non-primary weapons turn into floating weapons. Exclusive to this character.,使你的副武器進入浮游狀態[角色限定],使你的副武器进入浮游状态[角色限定],メイン武器以外は浮遊するようになる。当キャラクター専用。,주 무기 외의 무기가 공중에 뜹니다. 이 캐릭터 전용입니다.,Las armas secundarias se convierten en armas flotantes. Exclusivo de este personaje.,Nicht-primäre Waffen werden zu schwebenden Waffen. Exklusiv für diesen Charakter.,As armas secundárias são transformadas em armas flutuantes. Exclusiva deste personagem.,Les armes secondaires se transforment en armes flottantes. Exclusivement pour ce personnage.,Превращение неосновного оружия в парящее. Только для этого персонажа.,Broń niebędąca bronią główną zamienia się w broń samonośną. Dostępne wyłącznie dla tej postaci.,سلاح های غیر اولیه به سلاح های شناور تبدیل شدند. منحصر به این شخصیت است.,أسلحة غير أساسية تحولت إلى أسلحة عائمة. حصرية لهذه الشخصية.,อาวุธ ที่ ไม่ใช่ อาวุธ หลัก จะ เปลี่ยน เป็น อาวุธ ลอย พิเศษ เฉพาะ ตัว ละคร นี้,Khiến vũ khí phụ vào trạng thái nổi [dành riêng nhân vật]
Buff_info_1004,Inter-dimension Traveler gains a chance to be immune to all damage. Every 5 bare-hand attacks trigger an enhanced one. [Exclusive to this character],超界者會在多個維度穿梭，這會讓他有一定概率不會受到任何傷害。每5次手刀攻擊後會釋放1次強化手刀[角色限定],超界者会在多个维度穿梭，这会让他有一定概率不会受到任何伤害。每5次手刀攻击后会释放1次强化手刀[角色限定],異次元トラベラーは、一定の確率ですべてのダメージに免疫を持つ。素手攻撃5回ごとに強化攻撃が発動する。[このキャラクター専用],차원 여행자는 일정 확률로 모든 대미지에 면역이 됩니다. 맨손 공격 5회마다 강화된 공격이 발동됩니다. [이 캐릭터 전용],El Viajero interdimensional tiene una probabilidad de volverse inmune a todo el daño. Cada 5 ataques sin arma se activa un ataque mejorado. [Exclusivo de este personaje],"Der interdimensionale Tourist erhält eine Chance, immun gegen allen Schaden zu werden. Alle 5 Angriffe mit bloßen Händen lösen einen verbesserten aus. [Exklusiv für diesen Charakter]","O Viajante Interdimensional ganha uma chance de ficar imune a todos os danos. A cada 5 ataques de mãos nuas, um ataque melhorado é ativado. [Exclusivo deste personagem]","Le voyageur interdimensionnel a une chance d'être immunisé contre tous les dégâts. Toutes les 5 attaques à mains nues, une attaque améliorée est déclenchée. [Exclusivement pour ce personnage]",У Межпространственного путника есть шанс получить иммунитет ко всему урону. Каждые 5 атак голыми руками активируют усиленную атаку. Только для этого персонажа.,Podróżnik międzywymiarowy zyskuje szansę na odporność na wszystkie obrażenia. Co 5 ataków gołymi rękami wyprowadza jeden ulepszony cios. [Dostępne wyłącznie dla tej postaci],,,นัก เดิน ทาง ข้าม มิติ มี โอกาส ทนทาน ต่อ ความ เสีย หาย ทั้งหมด การ โจมตี มือ เปล่า ครบ 5 ครั้ง จะ เสริม พลัง ให้ กับ การ โจมตี ครั้ง ต่อ ไป [พิเศษ เฉพาะ ตัว ละคร นี้],"Kẻ Vượt Ranh Giới sẽ xuyên qua nhiều chiều không gian, điều này giúp hắn có một tỉ lệ nhất định không chịu bất kỳ DMG nào. Mỗi 5 lần Thanh Đao tấn công sẽ tung ra 1 lần Thanh Đao cường hóa [giới hạn nhân vật]."
Buff_info_1005,"Immune to fire, take less explosion damage, and increase fire damage to enemies. Immune to freeze, and apply extra freeze time to enemies. Summon random elemental stelae in combat to attack enemies. [Exclusive to this character]",降低爆炸傷害並免疫火焰，對敵人火焰傷害提升，免疫冰凍，對敵人的冰凍時間增加。戰鬥期間隨機升起元素碑攻擊敵人[角色限定],降低爆炸伤害并免疫火焰，对敌人火焰伤害提升，免疫冰冻，对敌人的冰冻时间增加。战斗期间随机升起元素碑攻击敌人[角色限定],炎ダメージに免疫を持ち、爆発ダメージを軽減し、敵に与える火ダメージが増加する。凍結に免疫を持ち、敵に与える凍結時間が増加する。戦闘中、ランダムなエレメンタルの石碑を召喚して敵を攻撃する。［このキャラクター専用］,화염에 면역되고 폭발로 받는 대미지가 감소하며 적에게 입히는 화염 대미지가 증가합니다. 빙결에 면역되고 적의 빙결 시간을 늘립니다. 전투 중 무작위 원소 비석을 소환하여 적을 공격합니다. [이 캐릭터 전용],"Obtiene inmunidad al fuego, recibe menos daño por explosión y aumenta el daño por fuego que se inflige a enemigos. Obtiene inmunidad a la congelación y prolonga el tiempo de congelación de los enemigos. Invoca estelas elementales aleatorias en combate para atacar a los enemigos. [Exclusivo de este personaje].","Immun gegen Feuer, verminderter erlittener Explosionsschaden und erhöhter Feuerschaden gegen Gegner. Immun gegen Einfrieren und gewährt erhöhte Einfrierzeit bei Gegnern. Beschwört im Kampf zufällige Elementstelen, um Gegner anzugreifen. [Exklusiv für diesen Charakter]","Imunidade a fogo. Sofre menos dano de explosão e aumenta o dano de fogo causado aos inimigos. Imunidade a congelamento. Além disso, aplica tempo extra de congelamento aos inimigos. Invoca estelas elementais aleatórias em combate para atacar os inimigos. [Exclusivo deste personagem]","Immunité au feu, moins de dégâts d'explosion et plus de dégâts de feu contre les ennemis. Immunité au gel et durée de gel supplémentaire pour les ennemis. Invoque des stèles élémentaires qui attaquent les ennemis. [Exclusivement pour ce personnage]","Иммунитет к огню, уменьшение урона, получаемого от взрывов, и увеличение урона от огня, наносимого врагам. Иммунитет к заморозке и увеличение времени заморозки врагов. Во время боя призываются случайные стихийные стелы для атаки врагов. Только для этого персонажа.","Odporność na ogień, zmniejszone obrażenia od eksplozji i zwiększone obrażenia od ognia zadawane wrogom. Odporność na zamrożenie i wydłużone zamrożenie wrogów. Przywołuje w walce losowe stele żywiołów, by atakowały wrogów. [Dostępne wyłącznie dla tej postaci]",,,ทนทาน ต่อ ไฟ ลด ความ เสีย หาย จาก การ ระเบิด และ เพิ่ม ความ เสีย หาย จาก ไฟ ต่อ ศัตรู ทนทาน ต่อ น้ำ แข็ง และ ศัตรู ถูก แช่ แข็ง นาน ขึ้น อัญเชิญ ดาว ธาตุ แบบ สุ่ม ใน การ ต่อสู้ เพื่อ โจมตี ศัตรู [พิเศษ เฉพาะ ตัว ละคร นี้],"Giảm sát thương nổ và miễn nhiễm Lửa, tăng sát thương Lửa lên địch, miễn nhiễm Đóng Băng, tăng thời gian Đóng Băng lên địch. Trong khi chiến đấu, ngẫu nhiên dựng lên Bia Nguyên Tố tấn công địch [Giới hạn nhân vật]"
Buff_info_1006,A Great Owl pet follows you around. It disappears for a while if you take any damage. Exclusive to this character.,擁有一隻巨大戰鬥貓頭鷹，自身受到傷害會使貓頭鷹消失一段時間[角色限定],拥有一只巨枭魔宠，自身受到伤害会使巨枭消失一段时间[角色限定],戦うフクロウのペットがあなたを追いかける。ダメージを受けるとしばらく消える。当キャラクター専用。,거대 올빼미 펫이 주변을 따라다닙니다. 대미지를 받으면 잠깐 동안 사라집니다. 이 캐릭터 전용입니다.,La mascota Gran Búho te sigue a donde vayas. Desaparece durante un tiempo si recibes daño. Exclusiva de este personaje.,"Eine große Eule folgt dir. Sie verschwindet für einen Moment, wenn du Schaden erleidest. Exklusiv für diesen Charakter verfügbar.",Uma mascote Grande Coruja fica seguindo você. Ela desaparecerá por um tempo se você sofrer dano. Exclusiva deste personagem.,Un grand hibou vous suit et disparaît si vous subissez des dégâts. Uniquement avec ce personnage.,"За тобой следует большой боевой филин. Он пропадает на время, если тебе нанесен урон. Только для этого персонажа.","Podąża za tobą wielka sowa, która zniknie na chwilę, jeśli odniesiesz obrażenia. Dostęp do tego zwierzaka ma wyłącznie ta postać.",یک جغد دست​آموز بزرگ به دنبال شما می​آید. در صورت آسیب دیدن شما برای مدتی ناپدید می​شود. منحصرا برای این شخصیت است.,يتبعك حيوان البومة الأليف العظيم، وهو يختفي لفترة من الوقت إذا تعرضت لأي ضرر، وهذه ميزة حصرية لهذه الشخصية.,สัตว์ เลี้ยง นก ฮูก ตัว ใหญ่ ติดตาม คุณ ไป ทั่ว มัน จะ หายตัว ไป พัก ใหญ่ ถ้า คุณ รับ ความ เสีย หาย พิเศษ เฉพาะ ตัว ละคร นี้,Triệu hồi 1 Pet Cú Khổng Lồ. Bản thân chịu DMG sẽ khiến Cú Khổng Lồ biến mất một khoảng thời gian [dành riêng nhân vật]
Buff_info_1007,Fast slash enemies nearby once in a while.,每隔一段時間自動對近身的敵人發動快速踢擊,每隔一段时间自动对近身的敌人发动快速踢击,たまに近くの敵を高速で斬りつける。,가끔 근처의 적들을 빠르게 벱니다.,Corta rápidamente a los enemigos cercanos una vez cada cierto tiempo.,Erledige ab und zu Gegner in der Nähe mit einem schnellen Hieb.,Fatie inimigos próximos de vez em quando.,Lance occasionnellement une frappe rapide sur les ennemis à proximité.,Время от времени наносит быстрые удары ближайшим врагам.,Raz na jakiś czas zaatakuj szybko pobliskich wrogów.,هر چند وقت یکبار به سرعت دشمنان نزدیک را از بین ببرید.,قطّع الأعداء بالقرب منك بسرعة من حين لآخر.,ฟัน ศัตรู ใกล้ เคียง อย่าง ฉับ ไว นานๆ ครั้ง,Cứ cách một khoảng thời gian sẽ tự động tiến hành trảm kích nhanh kẻ địch ở gần
Buff_info_1008,Three Special Forces knights are masters of different types of weapons. \nRed Knight: Attacks with some melee weapons release projectiles. \nBlue Knight: Attacks with staffs are more powerful. \nGreen Knight: Faster bullet speed for all guns.,三名特種騎士各自精通不同的武器類型\n紅騎士：部分近戰武器攻擊會附帶劍氣\n藍騎士：法杖的攻擊增強\n綠騎士：所有槍械的射速增加,三名特种骑士各自精通不同的武器类型\n红骑士：部分近战武器攻击会附带剑气\n蓝骑士：法杖的攻击增强\n绿骑士：所有枪械的射速增加,3人の特殊部隊のナイトは、それぞれ異なる武器の達人である。\nレッドナイト：弾を発射する近接武器で攻撃する。\nブルーナイト：杖による攻撃の威力が上がる。\nグリーンナイト：すべての銃の弾丸の速度が速くなる。,세 명의 스페셜 포스 기사는 여러 무기의 달인입니다. \n레드 나이트: 근접 무기로 공격하며 투사체를 만들어 발사합니다. \n블루 나이트: 지팡이 공격이 더 강력합니다. \n그린 나이트: 모든 총의 탄환 속도가 상승합니다.,Los tres caballeros de las Fuerzas especiales dominan distintos tipos de armas. \nCaballero rojo: los ataques con algunas armas cuerpo a cuerpo lanzan proyectiles. \nCaballero azul: los ataques con bastones son más poderosos. \nCaballero verde: las balas de todas las armas de fuego son más veloces.,Die drei Ritter der Sondereinsatzkräfte beherrschen verschiedene Waffentypen.\nRoter Ritter: Angriffe mit manchen Nahkampfwaffen feuern Geschosse ab.\nBlauer Ritter: Angriffe mit Stäben sind mächtiger.\nGrüner Ritter: Die Kugelgeschwindigkeit ist für alle Waffen erhöht.,Três cavaleiros das Forças Especiais são mestres de diferentes tipos de armas. \nCavaleiro Vermelho: ataques com algumas armas brancas disparam projéteis. \nCavaleiro Azul: ataques com cajados são mais poderosos. \nCavaleiro Verde: maior velocidade das balas de todas as armas.,Les trois chevaliers des forces spéciales se spécialisent dans l'utilisation de différentes armes. \nChevalier rouge : les attaques avec des armes de mêlée lancent des projectiles. \nChevalier bleu : les attaques au bâton sont plus puissantes. \nChevalier vert : toutes les armes à feu tirent plus rapidement.,Каждый рыцарь из спецотряда отлично владеет одним из типов оружия.\nКрасный рыцарь при использовании некоторых видов оружия ближнего боя задействует и снаряды.\nСиний рыцарь проводит усиленные атаки с посохом.\nЗеленый рыцарь ускоряет пули в любом огнестрельном оружии.,Trzej rycerze sił specjalnych to mistrzowie różnych rodzajów broni. \nCzerwony rycerz: ataki bronią białą powodują wystrzelenie pocisków. \nNiebieski rycerz: ataki kosturami są potężniejsze. \nZielony rycerz: większa szybkość kul dla wszystkich pistoletów.,سه شوالیه نیروهای ویژه در استفاده از انواع مختلف سلاح​ها مهارت دارند. \nشوالیه سرخ: حمله با چند سلاح سرد که پرتابه​هایی را شلیک می​کنند. \nشوالیه آبی: حملات با گرز قوی​تر هستند. \nشوالیه سبز: سرعت گلوله بیشتر برای همه تفنگ​ها.,ثلاثة من فرسان القوات الخاصة يتقنون مختلف أنواع الأسلحة \n‎الفارس الأحمر: الهجمات بأسلحة المشاجرة التي تطلق مقذوفات. \nالفارس الأزرق: الهجمات بالعصي أقوى.‎\n ‎الفارس الأخضر: سرعة طلقات أكبر لكل الأسلحة.,อัศวิน กอง กำลัง พิเศษ สาม นาย เชี่ยวชาญ ประเภท อาวุธ ต่าง กัน ไป \n อัศวิน แดง: โจมตี ด้วย อาวุธ ระยะ ประชิด บาง ส่วน ที่ ปล่อย วิถี กระสุน \n อัศวิน น้ำเงิน: การ โจมตี ด้วย คทา ทรง พลัง มาก ยิ่ง ขึ้น \n อัศวิน เขียว: ปืน ทุก กระบอก ยิง กระสุน ได้ เร็ว ขึ้น,"Ba loại kỵ sĩ đặc chủng, mỗi loại thành thạo một loại vũ khí khác nhau\nKỵ Sĩ Đỏ: Tấn công bằng vũ khí cận chiến sẽ kèm kiếm khí\nKỵ Sĩ Lam: Tăng cường sức tấn công bằng Gậy\nKỵ Sĩ Lục: Tăng tốc độ bắn của tất cả Súng"
Buff_info_1009,Airbender's barehanded attack deals 3 instances of consecutive damage and releases a conical Qi-gong wave which inflicts AoE damage. Exclusive to this character.,手刀因氣宗修行的功夫而轉變為三段擊打，第三段擊打會釋放氣功波，造成範圍傷害[角色限定],手刀因气宗修行的功夫而转变为三段击打，第三段击打会释放气功波，造成范围伤害[角色限定],気功行者の素手攻撃は3回連続でダメージを与え、範囲ダメージを与える円錐状の気功波を放つ。当キャラクター専用。,"에어벤더의 맨손 공격은 3번의 연속 대미지를 주고, 원뿔 형태의 기공파를 방출해 범위 대미지를 줍니다. 이 캐릭터 전용입니다.",El ataque con las manos desnudas del Maestro Eólico causa daño 3 veces consecutivas y libera una ola cónica de gong de Qi que causa daño de área de efecto. Exclusivo de este personaje.,"Der waffenlose Angriff des Luftbändigers verursacht 3x aufeinanderfolgenden Schaden und entfesselt eine kegelförmige Qigong-Welle, die Flächenschaden zufügt. Exklusiv für diesen Charakter.",O ataque só com as mãos do Dobrador de Ar causa dano 3 vezes consecutivas e libera uma onda de Qi-gong que causa dano em área. Exclusiva desta personagem.,L'attaque à mains nues du Maître de l'air inflige des dégâts 3 fois de suite et crée une vague de Qi Gong en forme de cône qui inflige des dégâts de zone. Exclusivement pour ce personnage.,"Атака мага воздуха голыми руками последовательно наносит урон 3 раза, потом маг выпускает коническую волну цигун, которая бьет по области. Только для этого персонажа.","Atak gołą ręką władcy wiatru zadaje 3 następujące po sobie ciosy i uwalnia stożkową falę Qigong, która zadaje obrażenia obszarowe. Dostępne wyłącznie dla tej postaci.",حمله غیرمسلحانه ایربندر 3 مورد آسیب متوالی را ایجاد می​کند و یک موج چی گونگ مخروطی را آزاد می​کند که باعث آسیب AoE می​شود. منحصر به این شخصیت است.,يتسبب هجوم مُسَخِّر الهواء الأعزل في 3 حالات من الضرر المتتالي ويطلق موجة تشي غونغ مخروطية تلحق الضرر بمنطقة التأثير. هذا الأمر حصري لهذه الشخصية.,การ โจมตี ด้วย มือ เปล่า ของ จ้าว แห่ง ลม สร้าง ความ เสีย หาย ต่อ เนื่อง 3 ครั้ง และ ปล่อย คลื่น ชี่ กง รูป กรวย ที่ สร้าง ความ เสีย หาย เป็น วง กว้าง พิเศษ เฉพาะ ตัว ละคร นี้,"Thanh đao chuyển thành tấn công 3 lần, đánh lần thứ 3 sẽ thitriển sóng khí công, gây sát thương phạm vi [Giới hạn nhân vật]"
Buff_info_1010,Summon a fiery imp upon killing an enemy. Fiery imp follows you around to block bullets. Exclusive to this character.,擊殺敵人時，會召喚出一個火焰小鬼。火焰小鬼跟隨玩家移動，並且可以阻擋子彈[角色限定],击杀敌人时，会召唤出一个火焰小鬼。火焰小鬼跟随玩家移动，并且可以阻挡子弹[角色限定],敵を倒すと燃え盛るインプを召喚する。燃え盛るインプがあなたを追いかけて弾丸をブロックする。当キャラクター専用。,적을 처치하면 화염 임프를 소환합니다. 화염 임프는 당신을 따라다니며 탄환을 막습니다. 이 캐릭터 전용입니다.,Invoca un diablillo ardiente cuando eliminas a un enemigo. El diablillo ardiente te sigue y bloquea las balas. Exclusivo de este personaje.,"Beschwöre einen Feuerkobold, wenn du einen Gegner tötest. Der Feuerkobold folgt dir und wehrt Kugeln ab. Exklusiv für diesen Charakter.",Invoca um diabrete de fogo ao matar um inimigo. Ele segue você para bloquear balas. Exclusivo desta personagem.,Invoque un diablotin de feu lorsque vous tuez un ennemi. Ce diablotin vous suit pour bloquer les balles. Exclusivement pour ce personnage.,Призывает огненного беса при убийстве врага. Огненный бес следует за тобой и блокирует пули. Только для этого персонажа.,"Po zabiciu przeciwnika przywołujesz ognistego chochlika, który podąża za tobą i przyjmuje na siebie pociski. Dostępne wyłącznie dla tej postaci.",یک Imp آتشین را برای کشتن دشمن احضار کنید. Imp آتشین شما را در اطراف تعقیب می​کند و جلوی گلوله​ها را می​گیرد. منحصر به این شخصیت است.,يجب عليك دعوة عفريت ناري عند قتل أحد الأعداء. يتبعك العفريت الناري لحمايتك من الرصاص.. حصري لهذه الشخصية.,อัญ เชิญ อิมป์ ไฟ เมื่อ สังหาร ศัตรู อิมป์ ไฟ ติดตาม คุณ ไป รอบๆ เพื่อ สกัด กั้น กระสุน พิเศษ เฉพาะ ตัว ละคร นี้,Khi tiêu diệt địch sẽ triệu hồi 1 Quỷ Lửa. Quỷ Lửa đi theo người chơi và chặn bom đạn [Giới hạn nhân vật]
Buff_info_1011,"Attacking enemies or taking damage increases Battlelust.\nUpon reaching max Battlelust, enter the Battle Surge state, temporarily enhancing size, attack speed, movement speed, and attack. [Exclusive to this character]",攻擊敵人或者承受傷害可獲取戰意。\n戰意蓄滿後進入戰意湧動狀態，提升自身體型、攻擊速度、移動速度，並增強自己的攻擊，持續一段時間。[角色限定],攻击敌人或者承受伤害可获取战意。\n战意蓄满后进入战意涌动状态，提升自身体型、攻击速度、移动速度，并增强自己的攻击，持续一段时间。[角色限定],敵を攻撃するかダメージを受けることで闘志が高まる。\n闘志が最大になると戦意急騰状態に入り、大きさ、攻撃速度、移動速度、攻撃力が一時的に強化される。【このキャラクターのみ】,"적을 공격하거나 대미지를 입으면 전투의 욕망이 증가합니다.\n최대 전투의 욕망에 도달하면 전투 서지 상태에 진입하여 크기, 공격 속도, 이동 속도 및 공격력이 일시적으로 강화됩니다. [이 캐릭터 전용]","Atacar a enemigos o recibir daño aumenta las acumulaciones de Sed de batalla.\nAl alcanzar el máximo de Sed de batalla, entra en estado Oleada de batalla, recibe un aumento temporal de tamaño, velocidad de ataque, velocidad de movimiento y ataque. [Exclusivo de este personaje]","Wenn du Gegner angreifst oder Schaden erleidest, erhöht sich die Kampflust.\nWenn du die max. Kampflust erreichst, betrittst du einen Kampfwoge-Zustand, der vorübergehend die Größe, Angriffsgeschwindigkeit, Bewegungsgeschwindigkeit und den Angriff erhöht. [Exklusiv für diesen Charakter]","Atacar inimigos ou sofrer dano aumenta Desejo de Batalha.\nCom Desejo de Batalha completo, entra no estado Surto de Batalha, aumentando temporariamente o tamanho, as velocidades de ataque e de movimento e o ataque. [Exclusivo deste personagem]","Attaquer les ennemis ou subir des dégâts permet d'augmenter la soif de sang.\nQuand la soif de sang est pleine, vous entrez en été Volonté guerrière et la taille, la vitesse d'attaque, la vitesse de déplacement et l'attaque sont temporairement augmentées. [Exclusivement pour ce personnage.]","Единицы жажды битвы накапливаются при атаке врагов или получении урона.\nКогда жажда битвы достигает максимума, входит в состояние боевого всплеска и получает временное усиление размера, скорости атаки, скорости передвижения и атаки. Только для этого персонажа.","Atakowanie wrogów lub otrzymywanie obrażeń zwiększa żądzę walki.\nPo osiągnięciu jej maksymalnej wartości wchodzisz w stan przypływu bitewnego, który tymczasowo zwiększa twój rozmiar, szybkość ataku, szybkość ruchu i atak. [Tylko dla tej postaci]",,,เมื่อ โจมตี ศัตรู หรือ รับ ความ เสีย หาย จะ เพิ่ม ความ กระหาย สงคราม\n เมื่อ ความ กระหาย สงคราม เต็ม จะ เข้า สู่ สถานะ การ ต่อ สู้ เซิร์จ เพิ่ม ขนาด ความเร็ว โจมตี ความเร็ว เคลื่อนที่ และ พลัง โจมตี ชั่วคราว [พิเศษ เฉพาะ ตัว ละคร นี้],"Tấn công địch hoặc chịu DMG có thể nhận chiến ý.\nSau khi đầy chiến ý sẽ vào trạng thái chiến ý sục sôi, tăng hình thể, tốc độ tấn công, tốc độ di chuyển, và tăng cường sức tấn công bản thân, duy trì 1 khoảng thời gian. [Nhân Vật Giới Hạn]"
Buff_info_1012,Casting skill increases movement speed. Fully releasing skill grants 5 Sword Intent. [Exclusive to this character],釋放技能提升移動速度，完整釋放技能後劍意+5 [角色限定],释放技能提升移动速度，完整释放技能后剑意+5 [角色限定],スキルを発動すると移動速度が上昇する。スキルを完全に開放すると、5つの剣の心を獲得する。【このキャラクターのみ】,스킬을 시전하면 이동 속도가 증가합니다. 스킬을 완전히 방출하면 검의 의도를 5 얻습니다. [이 캐릭터 전용입니다.],"Al lanzar la habilidad, la velocidad de movimiento aumenta. Usar la habilidad en su totalidad otorga 5 de Intención de espada. [Exclusivo de este personaje]","Der Einsatz der Fähigkeit erhöht die Bewegungsgeschwindigkeit. Wenn du die Fähigkeit vollständig ausführst, erhältst du 5 Stapel Schwertintention. [Exklusiv für diesen Charakter.]","Lançar a habilidade aumenta a velocidade de movimento, e o uso total dela concede 5 aplicações de Propósito da Espada. [Exclusivo deste personagem]",Lancer la compétence augmente la vitesse de déplacement. Relâcher entièrement la compétence octroie 5 points d'intensité d'épée. [Exclusif à ce personnage],Применение навыка увеличивает скорость передвижения. Полное применение навыка дает 5 ед. намерения меча. [Только для этого персонажа.],Zwiększa szybkość ruchu po użyciu umiejętności. Całkowite jej wyzwolenie zapewnia 5 punktów Intencji Miecza. [Dostępne wyłącznie dla tej postaci].,استفاده از مهارت، سرعت حرکت را افزایش می‌دهد. آزادسازی کامل مهارت، 5 هدف شمشیر اعطا می‌کند. [انحصاری برای این شخصیت],تزيد مهارة التنفيذ من سرعة الحركة. الإصدار الكامل للمهارة يمنح 5 عناصر نية سيف. [حصري لهذه الشخصية],เมื่อ ใช้ ทักษะ จะ เพิ่ม ความเร็ว เคลื่อนที่ ทักษะ ที่ ปล่อย ออก มา อย่าง เต็ม ที่ จะ มอบ 5 เจตจำนง แห่ง ดาบ [เฉพาะ ตัว ละคร นี้],"Thi triển kỹ năng tăng tốc độ di chuyển, sau khi thi triển hoàn chỉnh kỹ năng, Kiếm Ý +5 [Nhân Vật Giới Hạn]"
Buff_info_1013,Crit hit rate increases as you stay still and charge longer.,原地蓄力時間越長，暴擊率越高。,原地蓄力时间越长，暴击率越高。,じっとしてチャージすればするほど、クリティカルヒット率が増加する。,제자리에 서서 충전하는 동안 치명타 확률이 증가합니다.,La tasa de golpe crítico aumenta si te quedas inmóvil y cargas durante más tiempo.,"Die krit. Trefferrate erhöht sich, je länger du stillstehst und auflädst.",A chance de acerto crítico aumenta ao ficar parado ou carregar por mais tempo.,Le taux de coups critiques augmente quand vous restez immobile et chargez plus longtemps.,"Шанс крит. урона увеличивается, если ты стоишь неподвижно и заряжаешь дольше.","Szansa na trafienie krytyczne wzrasta, gdy się nie poruszasz i wydłużasz czas ładowania.",وقتی ثابت می‌مونی، نرخ ضربه مهلک بیشتر میشه و به مدت طولانی‌تری شارژ میشه.,كلما طالت فترة ثباتك وشحنك ازداد احتمال وقوع ضربة حرجة.,อัตรา การ โจม ตี ค ริ ติ คอล จะ เพิ่ม ขึ้น เมื่อ คุณ อยู่ นิ่ง และ ชาร์จ นาน ขึ้น,"Thời gian tụ lực tại chỗ càng lâu, tỉ lệ bạo kích càng cao."
